Date,Close,Ticker_Stocks_Yf,Short_Name_Stocks
01-01-1999,0.0363,NVDA,NVIDIA Corporation
01-02-1999,0.0419,NVDA,NVIDIA Corporation
01-03-1999,0.0404,NVDA,NVIDIA Corporation
01-04-1999,0.0349,NVDA,NVIDIA Corporation
01-05-1999,0.0326,NVDA,NVIDIA Corporation
01-06-1999,0.0365,NVDA,NVIDIA Corporation
01-07-1999,0.0384,NVDA,NVIDIA Corporation
01-08-1999,0.0537,NVDA,NVIDIA Corporation
01-09-1999,0.0368,NVDA,NVIDIA Corporation
01-10-1999,0.0423,NVDA,NVIDIA Corporation
01-11-1999,0.0661,NVDA,NVIDIA Corporation
01-12-1999,0.0897,NVDA,NVIDIA Corporation
01-01-2000,0.0708,NVDA,NVIDIA Corporation
01-02-2000,0.1223,NVDA,NVIDIA Corporation
01-03-2000,0.1614,NVDA,NVIDIA Corporation
01-04-2000,0.1702,NVDA,NVIDIA Corporation
01-05-2000,0.218,NVDA,NVIDIA Corporation
01-06-2000,0.2428,NVDA,NVIDIA Corporation
01-07-2000,0.2292,NVDA,NVIDIA Corporation
01-08-2000,0.3032,NVDA,NVIDIA Corporation
01-09-2000,0.3128,NVDA,NVIDIA Corporation
01-10-2000,0.2374,NVDA,NVIDIA Corporation
01-11-2000,0.1547,NVDA,NVIDIA Corporation
01-12-2000,0.1252,NVDA,NVIDIA Corporation
01-01-2001,0.1972,NVDA,NVIDIA Corporation
01-02-2001,0.1707,NVDA,NVIDIA Corporation
01-03-2001,0.248,NVDA,NVIDIA Corporation
01-04-2001,0.3182,NVDA,NVIDIA Corporation
01-05-2001,0.3271,NVDA,NVIDIA Corporation
01-06-2001,0.3543,NVDA,NVIDIA Corporation
01-07-2001,0.3091,NVDA,NVIDIA Corporation
01-08-2001,0.3236,NVDA,NVIDIA Corporation
01-09-2001,0.2099,NVDA,NVIDIA Corporation
01-10-2001,0.3275,NVDA,NVIDIA Corporation
01-11-2001,0.4175,NVDA,NVIDIA Corporation
01-12-2001,0.5112,NVDA,NVIDIA Corporation
01-01-2002,0.5023,NVDA,NVIDIA Corporation
01-02-2002,0.3898,NVDA,NVIDIA Corporation
01-03-2002,0.3389,NVDA,NVIDIA Corporation
01-04-2002,0.266,NVDA,NVIDIA Corporation
01-05-2002,0.2557,NVDA,NVIDIA Corporation
01-06-2002,0.1313,NVDA,NVIDIA Corporation
01-07-2002,0.0846,NVDA,NVIDIA Corporation
01-08-2002,0.0772,NVDA,NVIDIA Corporation
01-09-2002,0.0654,NVDA,NVIDIA Corporation
01-10-2002,0.0909,NVDA,NVIDIA Corporation
01-11-2002,0.1309,NVDA,NVIDIA Corporation
01-12-2002,0.0879,NVDA,NVIDIA Corporation
01-01-2003,0.0789,NVDA,NVIDIA Corporation
01-02-2003,0.0964,NVDA,NVIDIA Corporation
01-03-2003,0.0984,NVDA,NVIDIA Corporation
01-04-2003,0.1095,NVDA,NVIDIA Corporation
01-05-2003,0.2,NVDA,NVIDIA Corporation
01-06-2003,0.175,NVDA,NVIDIA Corporation
01-07-2003,0.1459,NVDA,NVIDIA Corporation
01-08-2003,0.1388,NVDA,NVIDIA Corporation
01-09-2003,0.122,NVDA,NVIDIA Corporation
01-10-2003,0.1351,NVDA,NVIDIA Corporation
01-11-2003,0.1622,NVDA,NVIDIA Corporation
01-12-2003,0.1773,NVDA,NVIDIA Corporation
01-01-2004,0.17,NVDA,NVIDIA Corporation
01-02-2004,0.17,NVDA,NVIDIA Corporation
01-03-2004,0.2017,NVDA,NVIDIA Corporation
01-04-2004,0.1568,NVDA,NVIDIA Corporation
01-05-2004,0.1792,NVDA,NVIDIA Corporation
01-06-2004,0.1564,NVDA,NVIDIA Corporation
01-07-2004,0.1178,NVDA,NVIDIA Corporation
01-08-2004,0.0952,NVDA,NVIDIA Corporation
01-09-2004,0.1109,NVDA,NVIDIA Corporation
01-10-2004,0.1106,NVDA,NVIDIA Corporation
01-11-2004,0.1462,NVDA,NVIDIA Corporation
01-12-2004,0.18,NVDA,NVIDIA Corporation
01-01-2005,0.1751,NVDA,NVIDIA Corporation
01-02-2005,0.2215,NVDA,NVIDIA Corporation
01-03-2005,0.1815,NVDA,NVIDIA Corporation
01-04-2005,0.1676,NVDA,NVIDIA Corporation
01-05-2005,0.2071,NVDA,NVIDIA Corporation
01-06-2005,0.2042,NVDA,NVIDIA Corporation
01-07-2005,0.2068,NVDA,NVIDIA Corporation
01-08-2005,0.2344,NVDA,NVIDIA Corporation
01-09-2005,0.2619,NVDA,NVIDIA Corporation
01-10-2005,0.2563,NVDA,NVIDIA Corporation
01-11-2005,0.2762,NVDA,NVIDIA Corporation
01-12-2005,0.2793,NVDA,NVIDIA Corporation
01-01-2006,0.3435,NVDA,NVIDIA Corporation
01-02-2006,0.3601,NVDA,NVIDIA Corporation
01-03-2006,0.4375,NVDA,NVIDIA Corporation
01-04-2006,0.4465,NVDA,NVIDIA Corporation
01-05-2006,0.3512,NVDA,NVIDIA Corporation
01-06-2006,0.3253,NVDA,NVIDIA Corporation
01-07-2006,0.3383,NVDA,NVIDIA Corporation
01-08-2006,0.4448,NVDA,NVIDIA Corporation
01-09-2006,0.4522,NVDA,NVIDIA Corporation
01-10-2006,0.5329,NVDA,NVIDIA Corporation
01-11-2006,0.5653,NVDA,NVIDIA Corporation
01-12-2006,0.5656,NVDA,NVIDIA Corporation
01-01-2007,0.4684,NVDA,NVIDIA Corporation
01-02-2007,0.4737,NVDA,NVIDIA Corporation
01-03-2007,0.4398,NVDA,NVIDIA Corporation
01-04-2007,0.5026,NVDA,NVIDIA Corporation
01-05-2007,0.5293,NVDA,NVIDIA Corporation
01-06-2007,0.6313,NVDA,NVIDIA Corporation
01-07-2007,0.6993,NVDA,NVIDIA Corporation
01-08-2007,0.7818,NVDA,NVIDIA Corporation
01-09-2007,0.8307,NVDA,NVIDIA Corporation
01-10-2007,0.811,NVDA,NVIDIA Corporation
01-11-2007,0.723,NVDA,NVIDIA Corporation
01-12-2007,0.7798,NVDA,NVIDIA Corporation
01-01-2008,0.5637,NVDA,NVIDIA Corporation
01-02-2008,0.4903,NVDA,NVIDIA Corporation
01-03-2008,0.4536,NVDA,NVIDIA Corporation
01-04-2008,0.471,NVDA,NVIDIA Corporation
01-05-2008,0.5662,NVDA,NVIDIA Corporation
01-06-2008,0.4291,NVDA,NVIDIA Corporation
01-07-2008,0.2622,NVDA,NVIDIA Corporation
01-08-2008,0.2897,NVDA,NVIDIA Corporation
01-09-2008,0.2455,NVDA,NVIDIA Corporation
01-10-2008,0.2008,NVDA,NVIDIA Corporation
01-11-2008,0.1712,NVDA,NVIDIA Corporation
01-12-2008,0.185,NVDA,NVIDIA Corporation
01-01-2009,0.1822,NVDA,NVIDIA Corporation
01-02-2009,0.1898,NVDA,NVIDIA Corporation
01-03-2009,0.226,NVDA,NVIDIA Corporation
01-04-2009,0.2631,NVDA,NVIDIA Corporation
01-05-2009,0.2391,NVDA,NVIDIA Corporation
01-06-2009,0.2588,NVDA,NVIDIA Corporation
01-07-2009,0.2964,NVDA,NVIDIA Corporation
01-08-2009,0.3328,NVDA,NVIDIA Corporation
01-09-2009,0.3445,NVDA,NVIDIA Corporation
01-10-2009,0.2741,NVDA,NVIDIA Corporation
01-11-2009,0.2994,NVDA,NVIDIA Corporation
01-12-2009,0.4282,NVDA,NVIDIA Corporation
01-01-2010,0.3528,NVDA,NVIDIA Corporation
01-02-2010,0.3713,NVDA,NVIDIA Corporation
01-03-2010,0.3988,NVDA,NVIDIA Corporation
01-04-2010,0.3601,NVDA,NVIDIA Corporation
01-05-2010,0.3012,NVDA,NVIDIA Corporation
01-06-2010,0.234,NVDA,NVIDIA Corporation
01-07-2010,0.2107,NVDA,NVIDIA Corporation
01-08-2010,0.2139,NVDA,NVIDIA Corporation
01-09-2010,0.2677,NVDA,NVIDIA Corporation
01-10-2010,0.2755,NVDA,NVIDIA Corporation
01-11-2010,0.312,NVDA,NVIDIA Corporation
01-12-2010,0.353,NVDA,NVIDIA Corporation
01-01-2011,0.5483,NVDA,NVIDIA Corporation
01-02-2011,0.5194,NVDA,NVIDIA Corporation
01-03-2011,0.4231,NVDA,NVIDIA Corporation
01-04-2011,0.4584,NVDA,NVIDIA Corporation
01-05-2011,0.4594,NVDA,NVIDIA Corporation
01-06-2011,0.3654,NVDA,NVIDIA Corporation
01-07-2011,0.317,NVDA,NVIDIA Corporation
01-08-2011,0.3051,NVDA,NVIDIA Corporation
01-09-2011,0.2868,NVDA,NVIDIA Corporation
01-10-2011,0.3392,NVDA,NVIDIA Corporation
01-11-2011,0.3583,NVDA,NVIDIA Corporation
01-12-2011,0.3177,NVDA,NVIDIA Corporation
01-01-2012,0.3386,NVDA,NVIDIA Corporation
01-02-2012,0.3473,NVDA,NVIDIA Corporation
01-03-2012,0.353,NVDA,NVIDIA Corporation
01-04-2012,0.298,NVDA,NVIDIA Corporation
01-05-2012,0.2849,NVDA,NVIDIA Corporation
01-06-2012,0.3168,NVDA,NVIDIA Corporation
01-07-2012,0.3104,NVDA,NVIDIA Corporation
01-08-2012,0.3216,NVDA,NVIDIA Corporation
01-09-2012,0.3058,NVDA,NVIDIA Corporation
01-10-2012,0.2746,NVDA,NVIDIA Corporation
01-11-2012,0.2744,NVDA,NVIDIA Corporation
01-12-2012,0.2828,NVDA,NVIDIA Corporation
01-01-2013,0.2828,NVDA,NVIDIA Corporation
01-02-2013,0.2921,NVDA,NVIDIA Corporation
01-03-2013,0.2978,NVDA,NVIDIA Corporation
01-04-2013,0.3196,NVDA,NVIDIA Corporation
01-05-2013,0.3359,NVDA,NVIDIA Corporation
01-06-2013,0.3275,NVDA,NVIDIA Corporation
01-07-2013,0.3369,NVDA,NVIDIA Corporation
01-08-2013,0.3441,NVDA,NVIDIA Corporation
01-09-2013,0.3648,NVDA,NVIDIA Corporation
01-10-2013,0.3562,NVDA,NVIDIA Corporation
01-11-2013,0.3658,NVDA,NVIDIA Corporation
01-12-2013,0.3777,NVDA,NVIDIA Corporation
01-01-2014,0.3701,NVDA,NVIDIA Corporation
01-02-2014,0.4333,NVDA,NVIDIA Corporation
01-03-2014,0.4241,NVDA,NVIDIA Corporation
01-04-2014,0.4374,NVDA,NVIDIA Corporation
01-05-2014,0.4499,NVDA,NVIDIA Corporation
01-06-2014,0.4411,NVDA,NVIDIA Corporation
01-07-2014,0.4163,NVDA,NVIDIA Corporation
01-08-2014,0.4627,NVDA,NVIDIA Corporation
01-09-2014,0.4409,NVDA,NVIDIA Corporation
01-10-2014,0.4669,NVDA,NVIDIA Corporation
01-11-2014,0.5011,NVDA,NVIDIA Corporation
01-12-2014,0.4811,NVDA,NVIDIA Corporation
01-01-2015,0.4607,NVDA,NVIDIA Corporation
01-02-2015,0.5294,NVDA,NVIDIA Corporation
01-03-2015,0.5042,NVDA,NVIDIA Corporation
01-04-2015,0.5348,NVDA,NVIDIA Corporation
01-05-2015,0.5331,NVDA,NVIDIA Corporation
01-06-2015,0.4867,NVDA,NVIDIA Corporation
01-07-2015,0.4828,NVDA,NVIDIA Corporation
01-08-2015,0.544,NVDA,NVIDIA Corporation
01-09-2015,0.599,NVDA,NVIDIA Corporation
01-10-2015,0.6894,NVDA,NVIDIA Corporation
01-11-2015,0.7708,NVDA,NVIDIA Corporation
01-12-2015,0.804,NVDA,NVIDIA Corporation
01-01-2016,0.7145,NVDA,NVIDIA Corporation
01-02-2016,0.765,NVDA,NVIDIA Corporation
01-03-2016,0.8723,NVDA,NVIDIA Corporation
01-04-2016,0.8699,NVDA,NVIDIA Corporation
01-05-2016,1.1438,NVDA,NVIDIA Corporation
01-06-2016,1.1539,NVDA,NVIDIA Corporation
01-07-2016,1.4016,NVDA,NVIDIA Corporation
01-08-2016,1.5057,NVDA,NVIDIA Corporation
01-09-2016,1.685,NVDA,NVIDIA Corporation
01-10-2016,1.7499,NVDA,NVIDIA Corporation
01-11-2016,2.2673,NVDA,NVIDIA Corporation
01-12-2016,2.6288,NVDA,NVIDIA Corporation
01-01-2017,2.6889,NVDA,NVIDIA Corporation
01-02-2017,2.4993,NVDA,NVIDIA Corporation
01-03-2017,2.6862,NVDA,NVIDIA Corporation
01-04-2017,2.572,NVDA,NVIDIA Corporation
01-05-2017,3.5596,NVDA,NVIDIA Corporation
01-06-2017,3.5685,NVDA,NVIDIA Corporation
01-07-2017,4.0116,NVDA,NVIDIA Corporation
01-08-2017,4.1827,NVDA,NVIDIA Corporation
01-09-2017,4.4169,NVDA,NVIDIA Corporation
01-10-2017,5.1097,NVDA,NVIDIA Corporation
01-11-2017,4.959,NVDA,NVIDIA Corporation
01-12-2017,4.7842,NVDA,NVIDIA Corporation
01-01-2018,6.0773,NVDA,NVIDIA Corporation
01-02-2018,5.9833,NVDA,NVIDIA Corporation
01-03-2018,5.7295,NVDA,NVIDIA Corporation
01-04-2018,5.564,NVDA,NVIDIA Corporation
01-05-2018,6.2391,NVDA,NVIDIA Corporation
01-06-2018,5.8645,NVDA,NVIDIA Corporation
01-07-2018,6.0615,NVDA,NVIDIA Corporation
01-08-2018,6.9482,NVDA,NVIDIA Corporation
01-09-2018,6.9605,NVDA,NVIDIA Corporation
01-10-2018,5.222,NVDA,NVIDIA Corporation
01-11-2018,4.0479,NVDA,NVIDIA Corporation
01-12-2018,3.3099,NVDA,NVIDIA Corporation
01-01-2019,3.564,NVDA,NVIDIA Corporation
01-02-2019,3.8246,NVDA,NVIDIA Corporation
01-03-2019,4.4565,NVDA,NVIDIA Corporation
01-04-2019,4.4922,NVDA,NVIDIA Corporation
01-05-2019,3.362,NVDA,NVIDIA Corporation
01-06-2019,4.0807,NVDA,NVIDIA Corporation
01-07-2019,4.1922,NVDA,NVIDIA Corporation
01-08-2019,4.1622,NVDA,NVIDIA Corporation
01-09-2019,4.3294,NVDA,NVIDIA Corporation
01-10-2019,4.9997,NVDA,NVIDIA Corporation
01-11-2019,5.3907,NVDA,NVIDIA Corporation
01-12-2019,5.8567,NVDA,NVIDIA Corporation
01-01-2020,5.8848,NVDA,NVIDIA Corporation
01-02-2020,6.7221,NVDA,NVIDIA Corporation
01-03-2020,6.565,NVDA,NVIDIA Corporation
01-04-2020,7.2793,NVDA,NVIDIA Corporation
01-05-2020,8.8418,NVDA,NVIDIA Corporation
01-06-2020,9.4617,NVDA,NVIDIA Corporation
01-07-2020,10.5793,NVDA,NVIDIA Corporation
01-08-2020,13.3298,NVDA,NVIDIA Corporation
01-09-2020,13.4853,NVDA,NVIDIA Corporation
01-10-2020,12.4959,NVDA,NVIDIA Corporation
01-11-2020,13.3607,NVDA,NVIDIA Corporation
01-12-2020,13.0153,NVDA,NVIDIA Corporation
01-01-2021,12.954,NVDA,NVIDIA Corporation
01-02-2021,13.6768,NVDA,NVIDIA Corporation
01-03-2021,13.3116,NVDA,NVIDIA Corporation
01-04-2021,14.9734,NVDA,NVIDIA Corporation
01-05-2021,16.2054,NVDA,NVIDIA Corporation
01-06-2021,19.9544,NVDA,NVIDIA Corporation
01-07-2021,19.4566,NVDA,NVIDIA Corporation
01-08-2021,22.3363,NVDA,NVIDIA Corporation
01-09-2021,20.6746,NVDA,NVIDIA Corporation
01-10-2021,25.5159,NVDA,NVIDIA Corporation
01-11-2021,32.6106,NVDA,NVIDIA Corporation
01-12-2021,29.3522,NVDA,NVIDIA Corporation
01-01-2022,24.44,NVDA,NVIDIA Corporation
01-02-2022,24.3392,NVDA,NVIDIA Corporation
01-03-2022,27.2348,NVDA,NVIDIA Corporation
01-04-2022,18.5153,NVDA,NVIDIA Corporation
01-05-2022,18.6401,NVDA,NVIDIA Corporation
01-06-2022,15.1331,NVDA,NVIDIA Corporation
01-07-2022,18.1358,NVDA,NVIDIA Corporation
01-08-2022,15.0714,NVDA,NVIDIA Corporation
01-09-2022,12.1208,NVDA,NVIDIA Corporation
01-10-2022,13.4808,NVDA,NVIDIA Corporation
01-11-2022,16.9027,NVDA,NVIDIA Corporation
01-12-2022,14.6002,NVDA,NVIDIA Corporation
01-01-2023,19.5186,NVDA,NVIDIA Corporation
01-02-2023,23.1941,NVDA,NVIDIA Corporation
01-03-2023,27.7508,NVDA,NVIDIA Corporation
01-04-2023,27.7275,NVDA,NVIDIA Corporation
01-05-2023,37.8047,NVDA,NVIDIA Corporation
01-06-2023,42.2692,NVDA,NVIDIA Corporation
01-07-2023,46.6976,NVDA,NVIDIA Corporation
01-08-2023,49.3219,NVDA,NVIDIA Corporation
01-09-2023,43.4698,NVDA,NVIDIA Corporation
01-10-2023,40.756,NVDA,NVIDIA Corporation
01-11-2023,46.7424,NVDA,NVIDIA Corporation
01-12-2023,49.4928,NVDA,NVIDIA Corporation
01-01-2024,61.4962,NVDA,NVIDIA Corporation
01-02-2024,79.0723,NVDA,NVIDIA Corporation
01-03-2024,90.3107,NVDA,NVIDIA Corporation
01-04-2024,86.3628,NVDA,NVIDIA Corporation
01-05-2024,109.5832,NVDA,NVIDIA Corporation
01-06-2024,123.4839,NVDA,NVIDIA Corporation
01-07-2024,116.9764,NVDA,NVIDIA Corporation
01-08-2024,119.3256,NVDA,NVIDIA Corporation
01-09-2024,121.3948,NVDA,NVIDIA Corporation
01-10-2024,132.7219,NVDA,NVIDIA Corporation
01-11-2024,138.2104,NVDA,NVIDIA Corporation
01-12-2024,134.2515,NVDA,NVIDIA Corporation
01-01-2025,120.0439,NVDA,NVIDIA Corporation
01-02-2025,124.8928,NVDA,NVIDIA Corporation
01-03-2025,108.3564,NVDA,NVIDIA Corporation
01-04-2025,108.9063,NVDA,NVIDIA Corporation
01-05-2025,135.113,NVDA,NVIDIA Corporation
01-06-2025,157.9701,NVDA,NVIDIA Corporation
01-07-2025,177.86,NVDA,NVIDIA Corporation
01-08-2025,174.1702,NVDA,NVIDIA Corporation
01-09-2025,186.5695,NVDA,NVIDIA Corporation
01-10-2025,202.49,NVDA,NVIDIA Corporation
01-01-1985,0.0993,AAPL,Apple Inc.
01-02-1985,0.0848,AAPL,Apple Inc.
01-03-1985,0.0758,AAPL,Apple Inc.
01-04-1985,0.0728,AAPL,Apple Inc.
01-05-1985,0.0595,AAPL,Apple Inc.
01-06-1985,0.0617,AAPL,Apple Inc.
01-07-1985,0.0544,AAPL,Apple Inc.
01-08-1985,0.0514,AAPL,Apple Inc.
01-09-1985,0.054,AAPL,Apple Inc.
01-10-1985,0.0638,AAPL,Apple Inc.
01-11-1985,0.0689,AAPL,Apple Inc.
01-12-1985,0.0754,AAPL,Apple Inc.
01-01-1986,0.0792,AAPL,Apple Inc.
01-02-1986,0.0856,AAPL,Apple Inc.
01-03-1986,0.0968,AAPL,Apple Inc.
01-04-1986,0.1036,AAPL,Apple Inc.
01-05-1986,0.1267,AAPL,Apple Inc.
01-06-1986,0.1229,AAPL,Apple Inc.
01-07-1986,0.107,AAPL,Apple Inc.
01-08-1986,0.1267,AAPL,Apple Inc.
01-09-1986,0.1148,AAPL,Apple Inc.
01-10-1986,0.1186,AAPL,Apple Inc.
01-11-1986,0.137,AAPL,Apple Inc.
01-12-1986,0.1387,AAPL,Apple Inc.
01-01-1987,0.1901,AAPL,Apple Inc.
01-02-1987,0.2398,AAPL,Apple Inc.
01-03-1987,0.2209,AAPL,Apple Inc.
01-04-1987,0.2715,AAPL,Apple Inc.
01-05-1987,0.2706,AAPL,Apple Inc.
01-06-1987,0.2779,AAPL,Apple Inc.
01-07-1987,0.283,AAPL,Apple Inc.
01-08-1987,0.3705,AAPL,Apple Inc.
01-09-1987,0.3882,AAPL,Apple Inc.
01-10-1987,0.2654,AAPL,Apple Inc.
01-11-1987,0.2267,AAPL,Apple Inc.
01-12-1987,0.2892,AAPL,Apple Inc.
01-01-1988,0.2857,AAPL,Apple Inc.
01-02-1988,0.2961,AAPL,Apple Inc.
01-03-1988,0.276,AAPL,Apple Inc.
01-04-1988,0.2829,AAPL,Apple Inc.
01-05-1988,0.2863,AAPL,Apple Inc.
01-06-1988,0.3197,AAPL,Apple Inc.
01-07-1988,0.3067,AAPL,Apple Inc.
01-08-1988,0.2756,AAPL,Apple Inc.
01-09-1988,0.2995,AAPL,Apple Inc.
01-10-1988,0.2675,AAPL,Apple Inc.
01-11-1988,0.2606,AAPL,Apple Inc.
01-12-1988,0.2795,AAPL,Apple Inc.
01-01-1989,0.2621,AAPL,Apple Inc.
01-02-1989,0.2517,AAPL,Apple Inc.
01-03-1989,0.2481,AAPL,Apple Inc.
01-04-1989,0.2716,AAPL,Apple Inc.
01-05-1989,0.3325,AAPL,Apple Inc.
01-06-1989,0.2879,AAPL,Apple Inc.
01-07-1989,0.2774,AAPL,Apple Inc.
01-08-1989,0.3105,AAPL,Apple Inc.
01-09-1989,0.3113,AAPL,Apple Inc.
01-10-1989,0.3253,AAPL,Apple Inc.
01-11-1989,0.3095,AAPL,Apple Inc.
01-12-1989,0.2472,AAPL,Apple Inc.
01-01-1990,0.2384,AAPL,Apple Inc.
01-02-1990,0.2384,AAPL,Apple Inc.
01-03-1990,0.2831,AAPL,Apple Inc.
01-04-1990,0.277,AAPL,Apple Inc.
01-05-1990,0.2902,AAPL,Apple Inc.
01-06-1990,0.3157,AAPL,Apple Inc.
01-07-1990,0.2963,AAPL,Apple Inc.
01-08-1990,0.261,AAPL,Apple Inc.
01-09-1990,0.2052,AAPL,Apple Inc.
01-10-1990,0.2176,AAPL,Apple Inc.
01-11-1990,0.26,AAPL,Apple Inc.
01-12-1990,0.3053,AAPL,Apple Inc.
01-01-1991,0.394,AAPL,Apple Inc.
01-02-1991,0.4064,AAPL,Apple Inc.
01-03-1991,0.4838,AAPL,Apple Inc.
01-04-1991,0.3913,AAPL,Apple Inc.
01-05-1991,0.3344,AAPL,Apple Inc.
01-06-1991,0.296,AAPL,Apple Inc.
01-07-1991,0.3299,AAPL,Apple Inc.
01-08-1991,0.378,AAPL,Apple Inc.
01-09-1991,0.3538,AAPL,Apple Inc.
01-10-1991,0.3681,AAPL,Apple Inc.
01-11-1991,0.3628,AAPL,Apple Inc.
01-12-1991,0.404,AAPL,Apple Inc.
01-01-1992,0.464,AAPL,Apple Inc.
01-02-1992,0.4837,AAPL,Apple Inc.
01-03-1992,0.4182,AAPL,Apple Inc.
01-04-1992,0.4316,AAPL,Apple Inc.
01-05-1992,0.4289,AAPL,Apple Inc.
01-06-1992,0.3446,AAPL,Apple Inc.
01-07-1992,0.3363,AAPL,Apple Inc.
01-08-1992,0.3309,AAPL,Apple Inc.
01-09-1992,0.3255,AAPL,Apple Inc.
01-10-1992,0.3787,AAPL,Apple Inc.
01-11-1992,0.4147,AAPL,Apple Inc.
01-12-1992,0.4319,AAPL,Apple Inc.
01-01-1993,0.4301,AAPL,Apple Inc.
01-02-1993,0.3831,AAPL,Apple Inc.
01-03-1993,0.3731,AAPL,Apple Inc.
01-04-1993,0.3713,AAPL,Apple Inc.
01-05-1993,0.4102,AAPL,Apple Inc.
01-06-1993,0.2867,AAPL,Apple Inc.
01-07-1993,0.2014,AAPL,Apple Inc.
01-08-1993,0.1924,AAPL,Apple Inc.
01-09-1993,0.1704,AAPL,Apple Inc.
01-10-1993,0.2242,AAPL,Apple Inc.
01-11-1993,0.2297,AAPL,Apple Inc.
01-12-1993,0.214,AAPL,Apple Inc.
01-01-1994,0.2396,AAPL,Apple Inc.
01-02-1994,0.2671,AAPL,Apple Inc.
01-03-1994,0.2442,AAPL,Apple Inc.
01-04-1994,0.2203,AAPL,Apple Inc.
01-05-1994,0.2148,AAPL,Apple Inc.
01-06-1994,0.1954,AAPL,Apple Inc.
01-07-1994,0.2484,AAPL,Apple Inc.
01-08-1994,0.2668,AAPL,Apple Inc.
01-09-1994,0.2492,AAPL,Apple Inc.
01-10-1994,0.3195,AAPL,Apple Inc.
01-11-1994,0.2756,AAPL,Apple Inc.
01-12-1994,0.2894,AAPL,Apple Inc.
01-01-1995,0.2996,AAPL,Apple Inc.
01-02-1995,0.2931,AAPL,Apple Inc.
01-03-1995,0.2623,AAPL,Apple Inc.
01-04-1995,0.2846,AAPL,Apple Inc.
01-05-1995,0.3093,AAPL,Apple Inc.
01-06-1995,0.3465,AAPL,Apple Inc.
01-07-1995,0.3358,AAPL,Apple Inc.
01-08-1995,0.3208,AAPL,Apple Inc.
01-09-1995,0.2787,AAPL,Apple Inc.
01-10-1995,0.2717,AAPL,Apple Inc.
01-11-1995,0.2852,AAPL,Apple Inc.
01-12-1995,0.2392,AAPL,Apple Inc.
01-01-1996,0.2073,AAPL,Apple Inc.
01-02-1996,0.2064,AAPL,Apple Inc.
01-03-1996,0.1843,AAPL,Apple Inc.
01-04-1996,0.1829,AAPL,Apple Inc.
01-05-1996,0.1961,AAPL,Apple Inc.
01-06-1996,0.1576,AAPL,Apple Inc.
01-07-1996,0.1651,AAPL,Apple Inc.
01-08-1996,0.182,AAPL,Apple Inc.
01-09-1996,0.1665,AAPL,Apple Inc.
01-10-1996,0.1726,AAPL,Apple Inc.
01-11-1996,0.1811,AAPL,Apple Inc.
01-12-1996,0.1567,AAPL,Apple Inc.
01-01-1997,0.1248,AAPL,Apple Inc.
01-02-1997,0.122,AAPL,Apple Inc.
01-03-1997,0.137,AAPL,Apple Inc.
01-04-1997,0.1276,AAPL,Apple Inc.
01-05-1997,0.1248,AAPL,Apple Inc.
01-06-1997,0.1069,AAPL,Apple Inc.
01-07-1997,0.1313,AAPL,Apple Inc.
01-08-1997,0.1632,AAPL,Apple Inc.
01-09-1997,0.1628,AAPL,Apple Inc.
01-10-1997,0.1278,AAPL,Apple Inc.
01-11-1997,0.1332,AAPL,Apple Inc.
01-12-1997,0.0985,AAPL,Apple Inc.
01-01-1998,0.1374,AAPL,Apple Inc.
01-02-1998,0.1773,AAPL,Apple Inc.
01-03-1998,0.2064,AAPL,Apple Inc.
01-04-1998,0.2055,AAPL,Apple Inc.
01-05-1998,0.1998,AAPL,Apple Inc.
01-06-1998,0.2153,AAPL,Apple Inc.
01-07-1998,0.2599,AAPL,Apple Inc.
01-08-1998,0.2341,AAPL,Apple Inc.
01-09-1998,0.2861,AAPL,Apple Inc.
01-10-1998,0.2786,AAPL,Apple Inc.
01-11-1998,0.2397,AAPL,Apple Inc.
01-12-1998,0.3072,AAPL,Apple Inc.
01-01-1999,0.3091,AAPL,Apple Inc.
01-02-1999,0.2613,AAPL,Apple Inc.
01-03-1999,0.2697,AAPL,Apple Inc.
01-04-1999,0.3452,AAPL,Apple Inc.
01-05-1999,0.3307,AAPL,Apple Inc.
01-06-1999,0.3476,AAPL,Apple Inc.
01-07-1999,0.4179,AAPL,Apple Inc.
01-08-1999,0.4897,AAPL,Apple Inc.
01-09-1999,0.4752,AAPL,Apple Inc.
01-10-1999,0.6013,AAPL,Apple Inc.
01-11-1999,0.7346,AAPL,Apple Inc.
01-12-1999,0.7716,AAPL,Apple Inc.
01-01-2000,0.7786,AAPL,Apple Inc.
01-02-2000,0.8603,AAPL,Apple Inc.
01-03-2000,1.0193,AAPL,Apple Inc.
01-04-2000,0.9311,AAPL,Apple Inc.
01-05-2000,0.6304,AAPL,Apple Inc.
01-06-2000,0.7862,AAPL,Apple Inc.
01-07-2000,0.7627,AAPL,Apple Inc.
01-08-2000,0.9147,AAPL,Apple Inc.
01-09-2000,0.3865,AAPL,Apple Inc.
01-10-2000,0.2936,AAPL,Apple Inc.
01-11-2000,0.2477,AAPL,Apple Inc.
01-12-2000,0.2233,AAPL,Apple Inc.
01-01-2001,0.3246,AAPL,Apple Inc.
01-02-2001,0.2739,AAPL,Apple Inc.
01-03-2001,0.3313,AAPL,Apple Inc.
01-04-2001,0.3826,AAPL,Apple Inc.
01-05-2001,0.2995,AAPL,Apple Inc.
01-06-2001,0.349,AAPL,Apple Inc.
01-07-2001,0.282,AAPL,Apple Inc.
01-08-2001,0.2784,AAPL,Apple Inc.
