Short_Name_Stocks,Ticker_Stocks_Yf,Ticker_Stocks,Secteur_Activite,Pays_Stocks,Place_Boursiere,Capitalisation_Boursiere,Nom_Indice,Ticker_Indice_Yf,Nombres_Entreprises,Ponderation
JAPAN TOBACCO INC,2914.T,2914,Consumer Defensive,Japan,JPX,9527160209408,Nikkei 225,^N225,200,1.19
KDDI CORPORATION,9433.T,9433,Communication Services,Japan,JPX,9371123712000,Nikkei 225,^N225,200,1.17
SHIN-ETSU CHEMICAL CO,4063.T,4063,Basic Materials,Japan,JPX,8719375532032,Nikkei 225,^N225,200,1.09
MITSUBISHI ELECTRIC CORP,6503.T,6503,Industrials,Japan,JPX,8854422159360,Nikkei 225,^N225,200,1.1
HOYA CORP,7741.T,7741,Healthcare,Japan,JPX,8538763034624,Nikkei 225,^N225,200,1.06
NEC CORP,6701.T,6701,Technology,Japan,JPX,7489612939264,Nikkei 225,^N225,200,0.93
FUJITSU,6702.T,6702,Technology,Japan,JPX,7144677048320,Nikkei 225,^N225,200,0.89
DAIICHI SANKYO COMPANY LIMITED,4568.T,4568,Healthcare,Japan,JPX,6791499350016,Nikkei 225,^N225,200,0.85
AEON CO LTD,8267.T,8267,Consumer Cyclical,Japan,JPX,6749605068800,Nikkei 225,^N225,200,0.84
TAKEDA PHARMACEUTICAL CO LTD,4502.T,4502,Healthcare,Japan,JPX,6560055033856,Nikkei 225,^N225,200,0.82
HONDA MOTOR CO,7267.T,7267,Consumer Cyclical,Japan,JPX,6072339791872,Nikkei 225,^N225,200,0.76
MARUBENI CORP,8002.T,8002,Industrials,Japan,JPX,6256455057408,Nikkei 225,^N225,200,0.78
MURATA MANUFACTURING CO,6981.T,6981,Technology,Japan,JPX,6201563676672,Nikkei 225,^N225,200,0.77
DENSO CORP,6902.T,6902,Consumer Cyclical,Japan,JPX,5844755808256,Nikkei 225,^N225,200,0.73
FUJIKURA,5803.T,5803,Industrials,Japan,JPX,5840804773888,Nikkei 225,^N225,200,0.73
DISCO CORPORATION,6146.T,6146,Technology,Japan,JPX,5594765852672,Nikkei 225,^N225,200,0.7
SUMITOMO CORP,8053.T,8053,Industrials,Japan,JPX,5397678129152,Nikkei 225,^N225,200,0.67
DAIKIN INDUSTRIES,6367.T,6367,Industrials,Japan,JPX,5263124332544,Nikkei 225,^N225,200,0.66
ORIENTAL LAND CO,4661.T,4661,Consumer Cyclical,Japan,JPX,5113654542336,Nikkei 225,^N225,200,0.64
SEVEN & I HOLDINGS CO LTD,3382.T,3382,Consumer Defensive,Japan,JPX,4777460629504,Nikkei 225,^N225,200,0.59
TDK CORP,6762.T,6762,Technology,Japan,JPX,5072869654528,Nikkei 225,^N225,200,0.63
MS&AD INS GP HLDGS,8725.T,8725,Financial Services,Japan,JPX,4742324420608,Nikkei 225,^N225,200,0.59
TOYOTA TSUSHO CORP,8015.T,8015,Industrials,Japan,JPX,4979567886336,Nikkei 225,^N225,200,0.62
KOMATSU,6301.T,6301,Industrials,Japan,JPX,4690424627200,Nikkei 225,^N225,200,0.58
FANUC CORPORATION,6954.T,6954,Industrials,Japan,JPX,4580883562496,Nikkei 225,^N225,200,0.57
