Short_Name_Stocks,Ticker_Stocks_Yf,Ticker_Stocks,Secteur_Activite,Pays_Stocks,Place_Boursiere,Capitalisation_Boursiere,Nom_Indice,Ticker_Indice_Yf,Nombres_Entreprises,Ponderation
INFORMA PLC ORD 0.1P,INF.L,INF,Communication Services,United Kingdom,LSE,12658865152,FTSE 100,^FTSE,100,0.5
SMITH & NEPHEW PLC ORD USD0.20,SN.L,SN,Healthcare,United Kingdom,LSE,11867512832,FTSE 100,^FTSE,100,0.47
THE SAGE GROUP PLC ORD 1 4/77P,SGE.L,SGE,Technology,United Kingdom,LSE,11149259776,FTSE 100,^FTSE,100,0.44
RENTOKIL INITIAL PLC ORD 1P,RTO.L,RTO,Industrials,United Kingdom,LSE,10657043456,FTSE 100,^FTSE,100,0.42
AIRTEL AFRICA PLC ORD USD0.50,AAF.L,AAF,Communication Services,United Kingdom,LSE,10567063552,FTSE 100,^FTSE,100,0.42
ADMIRAL GROUP PLC ORD 0.1P,ADM.L,ADM,Financial Services,United Kingdom,LSE,9803624448,FTSE 100,^FTSE,100,0.39
SEGRO PLC ORD 10P,SGRO.L,SGRO,Real Estate,United Kingdom,LSE,9474593792,FTSE 100,^FTSE,100,0.37
"""Pershing Square Holdings Ltd""",PSH.L,PSH,Financial Services,United States,LSE,8510930944,FTSE 100,^FTSE,100,0.34
SEVERN TRENT PLC ORD 97 17/19P,SVT.L,SVT,Utilities,United Kingdom,LSE,8281794048,FTSE 100,^FTSE,100,0.33
CENTRICA PLC ORD 6 14/81P,CNA.L,CNA,Utilities,United Kingdom,LSE,8312272384,FTSE 100,^FTSE,100,0.33
UNITED UTILITIES GROUP PLC ORD ,UU.L,UU,Utilities,United Kingdom,LSE,8183189504,FTSE 100,^FTSE,100,0.32
SMITHS GROUP PLC ORD 37.5P,SMIN.L,SMIN,Industrials,United Kingdom,LSE,8207629824,FTSE 100,^FTSE,100,0.32
MARKS AND SPENCER GROUP PLC ORD,MKS.L,MKS,Consumer Cyclical,United Kingdom,LSE,7990189056,FTSE 100,^FTSE,100,0.32
MELROSE INDUSTRIES PLC ORD GBP0,MRO.L,MRO,Industrials,United Kingdom,LSE,7940308992,FTSE 100,^FTSE,100,0.31
INTERTEK GROUP PLC ORD 1P,ITRK.L,ITRK,Industrials,United Kingdom,LSE,7823040000,FTSE 100,^FTSE,100,0.31
SAINSBURY (J) PLC ORD 28 4/7P,SBRY.L,SBRY,Consumer Defensive,United Kingdom,LSE,7797641216,FTSE 100,^FTSE,100,0.31
WEIR GROUP PLC ORD 12.5P,WEIR.L,WEIR,Industrials,United Kingdom,LSE,7689393152,FTSE 100,^FTSE,100,0.3
DIPLOMA PLC ORD 5P,DPLM.L,DPLM,Industrials,United Kingdom,LSE,7492347392,FTSE 100,^FTSE,100,0.3
BUNZL PLC ORD 32 1/7P,BNZL.L,BNZL,Consumer Defensive,United Kingdom,LSE,7395731456,FTSE 100,^FTSE,100,0.29
ENDEAVOUR MINING PLC ORD USD0.0,EDV.L,EDV,Basic Materials,United Kingdom,LSE,7454491136,FTSE 100,^FTSE,100,0.29
ST. JAMES'S PLACE PLC ORD 15P,STJ.L,STJ,Financial Services,United Kingdom,LSE,6902502400,FTSE 100,^FTSE,100,0.27
PEARSON PLC ORD 25P,PSON.L,PSON,Communication Services,United Kingdom,LSE,6876265984,FTSE 100,^FTSE,100,0.27
AUTO TRADER GROUP PLC ORD 1P,AUTO.L,AUTO,Communication Services,United Kingdom,LSE,6994314752,FTSE 100,^FTSE,100,0.28
PHOENIX GROUP HOLDINGS PLC ORD ,PHNX.L,PHNX,Financial Services,United Kingdom,LSE,6853267968,FTSE 100,^FTSE,100,0.27
M&G PLC,MNG.L,MNG,Financial Services,United Kingdom,LSE,6349804032,FTSE 100,^FTSE,100,0.25
BABCOCK INTERNATIONAL GROUP PLC,BAB.L,BAB,Industrials,United Kingdom,LSE,6060158976,FTSE 100,^FTSE,100,0.24
"""F&C Investment Trust""",FCIT.L,FCIT,Financial Services,United States,LSE,5930085376,FTSE 100,^FTSE,100,0.23
